iter	MAE
1509	0.08206955832
1510	0.08205880521
1511	0.08205165097
1512	0.08204950888
1513	0.08204798817
1514	0.08204155129
1515	0.08203813838
1516	0.08201552089
1517	0.08193571515
1518	0.08193295368
1519	0.08190090181
1520	0.08189137531
1521	0.08178740673
1522	0.08171318274
1523	0.08169727485
1524	0.08168987904
1525	0.08167941027
1526	0.08163886267
1527	0.08161653598
1528	0.08159857134
1529	0.08155749792
1530	0.08154841142
1531	0.08154692886
1532	0.08152045476
1533	0.08150461407
1534	0.0813291949
1535	0.08125377168
1536	0.08123982018
1537	0.08121183974
1538	0.08118657888
1539	0.08117138854
1540	0.08099276781
1541	0.08097355832
1542	0.08092405096
1543	0.08091208887
1544	0.08088780793
1545	0.08083766913
1546	0.08083263427
1547	0.08081103051
1548	0.0808076335
1549	0.0807769429
1550	0.08075931788
1551	0.08075561298
1552	0.08075548056
1553	0.0807470534
1554	0.08074545115
1555	0.08073839726
1556	0.08073266534
1557	0.0804763302
1558	0.08041561984
1559	0.08030917992
1560	0.08025720454
1561	0.08025082989
1562	0.08024825106
1563	0.080219491
1564	0.08020534336
1565	0.08018981567
1566	0.08017693777
1567	0.08007886028
1568	0.07998553975
1569	0.07992482461
1570	0.07990716845
1571	0.07988346907
1572	0.07988041995
1573	0.07986941319
1574	0.07982547931
1575	0.07975617624
1576	0.07974664396
1577	0.07960448557
1578	0.07960218905
1579	0.07957777214
1580	0.07957348756
1581	0.07954331357
1582	0.07952249513
1583	0.07951313667
1584	0.07950919839
1585	0.07950784492
1586	0.07947710055
1587	0.07944059939
1588	0.07930726119
1589	0.07929234163
1590	0.07928496117
1591	0.07926966267
1592	0.07919147635
1593	0.07913104806
1594	0.07907901406
1595	0.07905457038
1596	0.07904416079
1597	0.07902229034
1598	0.07897609021
1599	0.07894322685
